date,year,month,region,type,avg_price,price_category,total_sold,small_av,large_av,xlarge_av,total_bags,small_bags,large_bags,xlarge_bags
2015-10-25,2015,October,BuffaloRochester,conventional,1.36,Medium,99555,1546,36646,80,61283,59381,1902,0
2015-10-18,2015,October,BuffaloRochester,conventional,1.29,Medium,106084,1537,40702,58,63787,62627,1160,0
2015-10-11,2015,October,BuffaloRochester,conventional,1.3,Medium,109154,2171,50862,96,56025,54829,1196,0
2015-10-04,2015,October,BuffaloRochester,conventional,1.33,Medium,98900,3020,38353,101,57426,56142,1284,0
2015-09-27,2015,September,BuffaloRochester,conventional,1.31,Medium,90746,1909,60293,106,28438,27767,671,0
2015-09-20,2015,September,BuffaloRochester,conventional,1.54,Medium,60624,1444,39832,89,19259,18438,821,0
2015-09-13,2015,September,BuffaloRochester,conventional,1.59,Medium,73043,1573,48469,134,22867,22421,446,0
2015-09-06,2015,September,BuffaloRochester,conventional,1.56,Medium,76140,1473,49388,173,25106,25093,13,0
2015-08-30,2015,August,BuffaloRochester,conventional,1.38,Medium,83731,1405,61601,242,20483,20483,0,0
2015-08-23,2015,August,BuffaloRochester,conventional,1.49,Medium,68953,1288,43655,170,23840,23840,0,0
2015-08-16,2015,August,BuffaloRochester,conventional,1.5,Medium,69798,1230,45938,258,22372,22372,0,0
2015-08-09,2015,August,BuffaloRochester,conventional,1.47,Medium,81830,1140,56289,349,24052,24052,0,0
2015-08-02,2015,August,BuffaloRochester,conventional,1.47,Medium,78163,1447,44621,472,31623,31623,0,0
2015-07-26,2015,July,BuffaloRochester,conventional,1.39,Medium,91825,1679,45615,742,43789,43789,0,0
2015-07-19,2015,July,BuffaloRochester,conventional,1.36,Medium,128846,1166,54493,2205,70982,70982,0,0
2015-07-12,2015,July,BuffaloRochester,conventional,1.45,Medium,127351,1118,47295,4715,74223,73796,427,0
2015-07-05,2015,July,BuffaloRochester,conventional,1.47,Medium,140414,1504,56925,6708,75277,74370,907,0
2015-06-28,2015,June,BuffaloRochester,conventional,1.36,Medium,137247,1236,51802,5397,78812,78750,62,0
2015-06-21,2015,June,BuffaloRochester,conventional,1.5,Medium,108655,1254,47846,5425,54130,54130,0,0
2015-06-14,2015,June,BuffaloRochester,conventional,1.34,Medium,149377,1183,48287,4433,95474,95474,0,0
2015-06-07,2015,June,BuffaloRochester,conventional,1.38,Medium,130908,778,58000,139,71991,71991,0,0
2015-05-31,2015,May,BuffaloRochester,conventional,1.4,Medium,130841,1040,54249,79,75473,75473,0,0
2015-05-24,2015,May,BuffaloRochester,conventional,1.43,Medium,121943,1034,55019,104,65786,65742,44,0
2015-05-17,2015,May,BuffaloRochester,conventional,1.35,Medium,137050,932,61668,57,74393,73415,978,0
2015-05-10,2015,May,BuffaloRochester,conventional,1.33,Medium,170547,1322,73754,185,95286,94833,453,0
2015-05-03,2015,May,BuffaloRochester,conventional,1.42,Medium,136772,947,50266,82,85477,84332,1102,43
2015-04-26,2015,April,BuffaloRochester,conventional,1.41,Medium,136964,1118,49557,106,86183,85503,640,40
2015-04-19,2015,April,BuffaloRochester,conventional,1.42,Medium,139613,1022,52955,59,85577,85057,520,0
2015-04-12,2015,April,BuffaloRochester,conventional,1.42,Medium,118173,884,45444,93,71752,70938,814,0
2015-04-05,2015,April,BuffaloRochester,conventional,1.44,Medium,124146,969,51024,96,72057,71409,598,50
2015-03-29,2015,March,BuffaloRochester,conventional,1.39,Medium,119891,1353,48430,81,70027,69919,108,0
2015-03-22,2015,March,BuffaloRochester,conventional,1.4,Medium,119903,3091,45420,48,71344,71288,56,0
2015-03-15,2015,March,BuffaloRochester,conventional,1.47,Medium,103413,3500,45689,66,54158,54047,111,0
2015-03-08,2015,March,BuffaloRochester,conventional,1.35,Medium,125725,1072,61974,102,62577,62217,360,0
2015-03-01,2015,March,BuffaloRochester,conventional,1.43,Medium,112364,1033,41685,104,69542,69480,62,0
2015-02-22,2015,February,BuffaloRochester,conventional,1.41,Medium,109547,1709,45394,132,62312,61765,547,0
2015-02-15,2015,February,BuffaloRochester,conventional,1.44,Medium,100207,1520,43272,58,55357,55233,124,0
2015-02-08,2015,February,BuffaloRochester,conventional,1.36,Medium,132760,1822,66262,162,64514,63918,596,0
2015-02-01,2015,February,BuffaloRochester,conventional,1.33,Medium,153920,2117,64771,112,86920,86849,71,0
2015-01-25,2015,January,BuffaloRochester,conventional,1.5,Medium,114053,1321,54007,75,58650,57910,740,0
2015-01-18,2015,January,BuffaloRochester,conventional,1.52,Medium,107040,1625,61860,133,43422,43420,2,0
2015-01-11,2015,January,BuffaloRochester,conventional,1.54,Medium,106221,1642,50985,80,53514,53514,0,0
2015-01-04,2015,January,BuffaloRochester,conventional,1.4,Medium,116253,3267,55693,110,57183,57183,0,0
2015-12-27,2015,December,California,conventional,0.9,Low,5040365,1833946,1760956,232756,1212707,1090140,110737,11830
2015-12-20,2015,December,California,conventional,0.94,Low,4695737,1676601,1543281,266690,1209165,1061703,136747,10715
2015-12-13,2015,December,California,conventional,0.87,Low,5259354,1806690,1627241,232985,1592438,1404012,180150,8276
2015-12-06,2015,December,California,conventional,0.78,Low,5775536,1943066,2100246,221957,1510267,1376641,126664,6962
2015-11-29,2015,November,California,conventional,0.91,Low,4575711,1461700,1810203,222311,1081497,991569,82338,7590
2015-11-22,2015,November,California,conventional,0.92,Low,4804278,1602215,1917125,215632,1069306,979613,82444,7249
2015-11-15,2015,November,California,conventional,0.83,Low,5755191,2243014,2164099,195159,1152919,1091769,53798,7352
2015-11-08,2015,November,California,conventional,0.98,Low,5148984,2317858,1758965,216524,855637,813007,36306,6324
2015-11-01,2015,November,California,conventional,0.95,Low,5830428,2369825,2596785,211902,651916,626993,19805,5118
2015-10-25,2015,October,California,conventional,1.12,Medium,4592462,1733791,2025016,215623,618032,606393,7596,4043
2015-10-18,2015,October,California,conventional,1.07,Medium,4999032,1847991,2286236,217814,646991,633894,10780,2317
2015-10-11,2015,October,California,conventional,1.08,Medium,5063309,1757211,2530023,221033,555042,533478,18373,3191
2015-10-04,2015,October,California,conventional,1.02,Medium,4943781,1461112,2788318,222261,472090,442924,25572,3594
2015-09-27,2015,September,California,conventional,1.04,Medium,5216785,1860051,2635028,206460,515246,496868,13336,5042
2015-09-20,2015,September,California,conventional,1.14,Medium,4759791,1702965,2230694,273922,552210,529780,17304,5126
2015-09-13,2015,September,California,conventional,1.13,Medium,5106508,1863271,2388023,270794,584420,502057,76298,6065
2015-09-06,2015,September,California,conventional,1.09,Medium,5806393,2859326,2077194,240185,629688,591630,33545,4513
2015-08-30,2015,August,California,conventional,1.08,Medium,5647385,3104608,1660274,233027,649476,640601,5989,2886
2015-08-23,2015,August,California,conventional,1.18,Medium,5193221,2626978,1798911,222083,545249,535184,6574,3491
2015-08-16,2015,August,California,conventional,1.11,Medium,5616434,3098708,1731349,208725,577652,572198,2082,3372
2015-08-09,2015,August,California,conventional,1.1,Medium,6232081,3260775,2196705,193832,580769,570728,7357,2684
2015-08-02,2015,August,California,conventional,1.16,Medium,5428239,2940146,1737846,183471,566776,559587,4954,2235
2015-07-26,2015,July,California,conventional,1.13,Medium,5557616,3112921,1636660,209427,598608,590751,5181,2676
2015-07-19,2015,July,California,conventional,1.18,Medium,5225201,2805888,1629872,188207,601234,577737,20674,2823
2015-07-12,2015,July,California,conventional,1.13,Medium,5451637,2747300,1923893,157478,622966,601359,18032,3575
2015-07-05,2015,July,California,conventional,1.12,Medium,6718012,3581151,2120303,254187,762371,731692,27317,3362
2015-06-28,2015,June,California,conventional,1.1,Medium,5641742,3163840,1610910,212173,654819,630301,21862,2656
2015-06-21,2015,June,California,conventional,1.07,Medium,5952597,3328632,1743509,218424,662032,634244,24278,3510
2015-06-14,2015,June,California,conventional,0.97,Low,6741662,4075881,1771909,210671,683201,657421,22961,2819
2015-06-07,2015,June,California,conventional,0.98,Low,6374843,3614315,1860329,221330,678869,651945,23422,3502
2015-05-31,2015,May,California,conventional,0.98,Low,6236903,3620440,1826497,209443,580523,554225,23083,3215
2015-05-24,2015,May,California,conventional,1.1,Medium,5621714,2978397,1873206,195991,574120,546421,24486,3213
2015-05-17,2015,May,California,conventional,1.08,Medium,5289138,2923673,1649624,168597,547244,525805,18497,2942
2015-05-10,2015,May,California,conventional,0.93,Low,6650358,4085859,1735132,194576,634791,613601,18366,2824
2015-05-03,2015,May,California,conventional,0.88,Low,8567534,4340117,3403145,192474,631798,609388,19736,2674
2015-04-26,2015,April,California,conventional,1.15,Medium,4923565,2421009,1729487,196469,576600,548253,26484,1863
2015-04-19,2015,April,California,conventional,1.05,Medium,5871081,3024466,2070974,177355,598286,524768,71989,1529
2015-04-12,2015,April,California,conventional,1.06,Medium,5636645,2848184,1988818,185199,614444,532715,79865,1864
2015-04-05,2015,April,California,conventional,1.12,Medium,5467156,2754465,1886169,225397,601125,539258,59212,2655
2015-03-29,2015,March,California,conventional,1.1,Medium,5341822,2609533,1869271,193578,669440,605995,61959,1486
2015-03-22,2015,March,California,conventional,1.06,Medium,5571813,2348619,2314394,195791,713009,681404,30059,1546
2015-03-15,2015,March,California,conventional,1.06,Medium,5557163,2962521,1737354,194761,662527,632903,27625,1999
2015-03-08,2015,March,California,conventional,0.96,Low,5990244,3484274,1649936,184721,671313,642307,27241,1765
2015-03-01,2015,March,California,conventional,0.84,Low,6700134,3516551,2460932,170581,552070,515386,34846,1838
2015-02-22,2015,February,California,conventional,0.96,Low,5951871,3210177,1933699,172676,635319,596185,36941,2193
2015-02-15,2015,February,California,conventional,0.96,Low,5699945,3315163,1620462,169908,594412,544991,47018,2403
2015-02-08,2015,February,California,conventional,0.91,Low,5871225,2908846,2200394,149459,612526,553682,56311,2533
2015-02-01,2015,February,California,conventional,0.85,Low,9032181,4794143,3460744,177145,600149,556205,41203,2741
2015-01-25,2015,January,California,conventional,1.06,Medium,4929884,2380955,1827783,150536,570610,521005,46809,2796
2015-01-18,2015,January,California,conventional,1.02,Medium,5570915,2780860,2108450,121614,559991,520300,36501,3190
2015-01-11,2015,January,California,conventional,0.92,Low,6024932,2889591,2485720,103573,546048,510561,31874,3613
2015-01-04,2015,January,California,conventional,0.93,Low,5777335,2843648,2267755,137480,528452,477193,47883,3376
2015-12-27,2015,December,Charlotte,conventional,0.96,Low,156698,33070,62956,23042,37630,35130,2500,0
2015-12-20,2015,December,Charlotte,conventional,0.98,Low,139918,29499,55521,19843,35055,33273,1782,0
2015-12-13,2015,December,Charlotte,conventional,0.95,Low,157146,31727,62544,23843,39032,35793,3239,0
2015-12-06,2015,December,Charlotte,conventional,0.99,Low,156114,34117,63075,28483,30439,28182,2257,0
2015-11-29,2015,November,Charlotte,conventional,0.95,Low,138859,31911,53471,22686,30791,27376,3415,0
2015-11-22,2015,November,Charlotte,conventional,1.0,Low,133618,30028,53645,24222,25723,22228,3495,0
2015-11-15,2015,November,Charlotte,conventional,1.01,Medium,169281,28543,80245,36861,23632,21132,2500,0
2015-11-08,2015,November,Charlotte,conventional,1.03,Medium,164322,30861,54456,49282,29723,28076,1647,0
2015-11-01,2015,November,Charlotte,conventional,1.11,Medium,171794,33371,47080,53969,37374,32848,4526,0
2015-10-25,2015,October,Charlotte,conventional,1.27,Medium,140921,23094,38357,44883,34587,30219,4368,0
2015-10-18,2015,October,Charlotte,conventional,1.26,Medium,156566,22805,54519,44707,34535,31177,3358,0
2015-10-11,2015,October,Charlotte,conventional,1.14,Medium,167397,22942,45669,58990,39796,33103,6693,0
2015-10-04,2015,October,Charlotte,conventional,1.22,Medium,146738,23649,44671,40367,38051,30389,7662,0
2015-09-27,2015,September,Charlotte,conventional,1.09,Medium,168780,24397,54210,58552,31621,27054,4567,0
2015-09-20,2015,September,Charlotte,conventional,1.2,Medium,161444,25923,46906,41262,47353,38940,8413,0
2015-09-13,2015,September,Charlotte,conventional,1.19,Medium,171078,30124,41617,36469,62868,56910,5958,0
2015-09-06,2015,September,Charlotte,conventional,1.01,Medium,227728,35127,62187,64372,66042,59198,6844,0
2015-08-30,2015,August,Charlotte,conventional,1.2,Medium,179027,33512,41701,38130,65684,63371,2313,0
2015-08-23,2015,August,Charlotte,conventional,1.15,Medium,203298,32279,50476,41678,78865,76847,2018,0
2015-08-16,2015,August,Charlotte,conventional,1.24,Medium,178526,32129,42068,41343,62986,60770,2216,0
2015-08-09,2015,August,Charlotte,conventional,1.21,Medium,173059,29916,43783,37614,61746,57783,3963,0
2015-08-02,2015,August,Charlotte,conventional,1.24,Medium,179322,30200,48687,39735,60700,58628,2072,0
2015-07-26,2015,July,Charlotte,conventional,1.23,Medium,173897,30901,39608,39261,64127,62054,2073,0
2015-07-19,2015,July,Charlotte,conventional,1.19,Medium,187575,33383,49072,39515,65605,62470,3135,0
2015-07-12,2015,July,Charlotte,conventional,1.18,Medium,182857,23581,56317,35107,67852,65682,2170,0
2015-07-05,2015,July,Charlotte,conventional,1.18,Medium,216119,30804,73470,40602,71243,67865,3378,0
2015-06-28,2015,June,Charlotte,conventional,1.17,Medium,193654,23694,58162,42044,69754,67989,1765,0
2015-06-21,2015,June,Charlotte,conventional,1.17,Medium,201173,30952,58913,38260,73048,69426,3622,0
2015-06-14,2015,June,Charlotte,conventional,1.15,Medium,207094,31248,64829,41193,69824,67842,1982,0
2015-06-07,2015,June,Charlotte,conventional,1.15,Medium,199980,43523,45227,38579,72651,69124,3527,0
2015-05-31,2015,May,Charlotte,conventional,1.19,Medium,194631,45688,43260,44530,61153,58991,2162,0
2015-05-24,2015,May,Charlotte,conventional,1.2,Medium,212528,43629,59208,46014,63677,59663,4014,0
2015-05-17,2015,May,Charlotte,conventional,1.21,Medium,190800,44340,46424,40249,59787,57584,2203,0
2015-05-10,2015,May,Charlotte,conventional,1.19,Medium,192767,47626,42864,38370,63907,61760,2147,0
2015-05-03,2015,May,Charlotte,conventional,1.0,Low,261492,50203,69447,77627,64215,58626,5589,0
2015-04-26,2015,April,Charlotte,conventional,1.2,Medium,182142,39482,44797,37961,59902,58701,1201,0
2015-04-19,2015,April,Charlotte,conventional,1.18,Medium,180944,38331,41954,36041,64618,63182,1436,0
2015-04-12,2015,April,Charlotte,conventional,1.17,Medium,204005,48793,50390,39638,65184,61788,3396,0
2015-04-05,2015,April,Charlotte,conventional,1.19,Medium,177919,43113,40448,36210,58148,56450,1599,99
2015-03-29,2015,March,Charlotte,conventional,1.23,Medium,178788,34498,50741,40688,52861,51856,1005,0
2015-03-22,2015,March,Charlotte,conventional,1.19,Medium,182876,41638,44727,37099,59412,56444,2968,0
2015-03-15,2015,March,Charlotte,conventional,1.19,Medium,183944,39138,48596,43740,52470,51028,1442,0
2015-03-08,2015,March,Charlotte,conventional,1.25,Medium,159387,29980,39245,36250,53912,52538,1374,0
2015-03-01,2015,March,Charlotte,conventional,1.18,Medium,176146,45464,40007,34949,55726,52874,2852,0
2015-02-22,2015,February,Charlotte,conventional,1.08,Medium,201741,44679,48499,61590,46973,44920,2053,0
2015-02-15,2015,February,Charlotte,conventional,1.22,Medium,156799,28228,38592,40431,49548,40420,9128,0
2015-02-08,2015,February,Charlotte,conventional,1.17,Medium,150139,31509,35567,31779,51284,41921,9363,0
2015-02-01,2015,February,Charlotte,conventional,0.98,Low,254010,52916,71210,80814,49070,33450,15620,0
2015-01-25,2015,January,Charlotte,conventional,1.18,Medium,167270,37383,44001,31576,54310,41624,12686,0
2015-01-18,2015,January,Charlotte,conventional,1.25,Medium,152671,26463,40476,38677,47055,33997,13058,0
2015-01-11,2015,January,Charlotte,conventional,1.26,Medium,159943,31586,38119,40802,49436,38822,10614,0
2015-01-04,2015,January,Charlotte,conventional,1.19,Medium,166006,29418,47221,38569,50798,44329,6469,0
2015-12-27,2015,December,Chicago,conventional,0.93,Low,661137,42799,445219,78378,94741,83066,1618,10057
2015-12-20,2015,December,Chicago,conventional,0.91,Low,690669,35725,464574,96306,94064,76241,9593,8230
2015-12-13,2015,December,Chicago,conventional,1.07,Medium,668602,40381,451470,94163,82588,76829,5694,65
2015-12-06,2015,December,Chicago,conventional,1.14,Medium,664020,53173,455048,92888,62911,62473,421,17
2015-11-29,2015,November,Chicago,conventional,1.11,Medium,602481,42852,422479,74989,62161,61862,299,0
2015-11-22,2015,November,Chicago,conventional,0.94,Low,751898,34869,553545,89732,73752,73458,294,0
2015-11-15,2015,November,Chicago,conventional,1.17,Medium,641882,31286,441754,93857,74985,74724,261,0
2015-11-08,2015,November,Chicago,conventional,1.01,Medium,711147,44530,498562,101889,66166,65842,324,0
2015-11-01,2015,November,Chicago,conventional,1.0,Low,807041,69419,562215,106537,68870,68448,422,0
2015-10-25,2015,October,Chicago,conventional,1.12,Medium,687650,59161,454353,108012,66124,65795,323,6
2015-10-18,2015,October,Chicago,conventional,1.15,Medium,690303,25884,482992,118311,63116,62076,286,754
2015-10-11,2015,October,Chicago,conventional,1.08,Medium,708914,16456,503814,119996,68648,65144,529,2975
2015-10-04,2015,October,Chicago,conventional,1.18,Medium,675173,14270,485262,105711,69930,66015,2240,1675
2015-09-27,2015,September,Chicago,conventional,1.15,Medium,720502,16484,532029,101194,70795,63371,2923,4501
2015-09-20,2015,September,Chicago,conventional,1.19,Medium,729117,16477,534644,103104,74892,71196,3317,379
2015-09-13,2015,September,Chicago,conventional,1.19,Medium,775671,17172,546965,128620,82914,78368,3810,736
2015-09-06,2015,September,Chicago,conventional,1.11,Medium,808678,17597,581941,122938,86202,82905,3290,7
2015-08-30,2015,August,Chicago,conventional,1.12,Medium,773774,17364,570147,112344,73919,71627,2205,87
2015-08-23,2015,August,Chicago,conventional,1.2,Medium,751850,17596,550360,103622,80272,77073,2760,439
2015-08-16,2015,August,Chicago,conventional,1.16,Medium,817691,19195,609692,104997,83807,80018,3448,341
2015-08-09,2015,August,Chicago,conventional,1.25,Medium,731125,18238,526303,104796,81788,79510,1905,373
2015-08-02,2015,August,Chicago,conventional,1.27,Medium,761027,21607,559825,97419,82176,79198,2476,502
2015-07-26,2015,July,Chicago,conventional,1.12,Medium,791332,26653,577460,99067,88152,83729,3516,907
2015-07-19,2015,July,Chicago,conventional,1.24,Medium,797060,20535,560872,116910,98743,92363,3531,2849
